Country,Country Name,Country - RegionId,Country - Name_fr,Country - ParentKey,Country - SrcCode,Country - Source Note,Country - Source Note_fr,Goal,Indicator,Indicator Name,Indicator - Defenition and Data Source,Indicator - Defenition and Data Source_fr,Indicator - Goal Key,Social Group,Social Group Name,Scale,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2011
32,Mauritania,MR,Mauritanie,86,MRT,"Regional member Country  Low income  Moderately indebted    National currency: Mauritanian ouguiya  National accounts base year: 1985  SNA price valuation: VAfc  Latest population census: 2000  Latest demographic, household, or health survey: Special, 200",,Goal 1: Eradicate extreme poverty and hunger,20265905,Proportion of own-account and contributing family workers in Total employment (%),Vulnerable employment is defined as the sum of the employment status groups of own-account workers and contributing family workers. For further information see: http://www.ilo.org/trends,,1,20137105,Total,units,,,,,,,,,,,,,,,,,,,,"69,6",
43,Sierra Leone,SL,Sierra Leone,88,SLE,"Regional member Country  Low income  Severely indebted    National currency: Sierra Leonean leone  National accounts base year: 1990  SNA price valuation: VAfc  Latest population census: 2004  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,"20,9",,,,,,,10,,,"11,9",,,"8,7",,,,
35,Mozambique,MZ,Mozambique,87,MOZ,"Regional member Country  Low income  Less indebted    National currency: Mozambican metical  National accounts base year: 1996  SNA price valuation: VAfc  Latest population census: 1997  Latest demographic, household, or health survey: Interim, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265305,Poverty gap ratio national poverty line in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,"20,5",,,,,,,,,
19,Ethiopia,ET,Ethiopie,85,ETH,"Regional member Country  Low income  Severely indebted    National currency: Ethiopian birr  National accounts base year: 2000  SNA price valuation: Vbp 1993 SNA data on fiscal yr basis  Latest population census: 1994  Latest demographic, household, or he",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,,,,,,"47,2",,,,,"38,4",,,,
33,Mauritius,MU,Maurice,87,MUS,"Regional member Country  Upper middle income  Less indebted    National currency: Mauritian rupee  National accounts base year: 1992  SNA price valuation: Vabp SNA93  Latest population census: 2000  Latest demographic, household, or health survey: CDC, 19",,Goal 1: Eradicate extreme poverty and hunger,20265805,Proportion of employed people living below $1 (PPP) per day,"The proportion of employed persons living below $1 (PPP) per day, or working poor, is the share of individuals who are employed, but nonetheless live in a household whose members are estimated to be living below the international poverty line of $1 (PPP)",,1,20137105,Total,units,,,,,,,,1,,,,,1,,,,,1,,,
5,Burkina Faso,BF,Burkina Faso,88,BFA,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1999  SNA price valuation: VAbp  Latest population census: 1996  Latest demographic, household, or health survey: DHS, 2003",,Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,"6,2",,,,,,,,"7,2",
50,Tunisia,TN,Tunisie,86,TUN,"Regional member Country Lower middle income  Moderately indebted    National currency: Tunisian dinar  National accounts base year: 1990  SNA price valuation: VAP  Latest population census: 2004 Latest demographic, household, or health survey:",,Goal 1: Eradicate extreme poverty and hunger,20265405,Share of poorest quintile in national consumption (%),The poorest quintiles' percentage share of national income or consumption is the share that accrues to the bottom fifth (quintile) of the population.,,1,20137105,Total,units,,"5,9",,,,,,,,,,"5,8","6,9",,,,,,"5,9",,
42,Seychelles,SC,Seychelles,85,SYC,"Regional member Country  Upper middle income  Less indebted    National currency: Seychelles rupee  National accounts base year: 1986  SNA price valuation: Vamkt, Latest population census: 2002",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,59,,,,,,,,,,60,,,,,55,58,68,,
30,Malawi,MW,Malawi,87,MWI,"Regional member Country  Low income  Moderately indebted    National currency: Malawi kwacha  National accounts base year: 1994  SNA price valuation: VAfc  Latest population census: 1998  Latest demographic, household, or health survey: EdData, 2002",,Goal 1: Eradicate extreme poverty and hunger,20265605,Employment-to-population ratio  (%),The employment-to-population ratio is the proportion of a country''s working-age population that is employed.,,1,20137105,Total,units,,,,,,,,,,,,,"71,3",,,,,"71,8","71,7","71,8",
41,Senegal,SN,Sénégal,88,SEN,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1999  SNA price valuation: VAfc  Latest population census: 2002  Latest demographic, household, or health survey: DHS, 2004",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"60,2","60,2","60,1",60,"59,8","59,5","59,2","58,8","58,3","57,9","57,5","57,1","56,6",56,"55,5","55,4","54,9","54,5",
37,Niger,NE,Niger,88,NER,"Regional member Country  Low income  Moderately indebted    National currency: CFA franc  National accounts base year: 1987  SNA price valuation: VAfc  Latest population census: 2001  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,50,"50,3","50,4","50,4","50,6","50,6","50,6","50,3","50,4","50,6","50,6","50,7","50,8","51,1","51,2","51,3","51,4","51,6",
1,Algeria,DZ,Algérie,86,DZA,"Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,","Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,",Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"24,8","24,1","24,6","24,6","23,1","23,8","24,7","24,4","24,1",22,"24,2","24,9","26,2","27,2","31,5","34,8","31,1","30,6",
27,Liberia,LR,Libéria,88,LBR,Regional member Country  Low income  Severely indebted    National currency: Liberian dollar  National accounts base year: 1992  SNA price valuation: Vafc,,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"57,4","57,2","56,8","56,4","56,1",56,"56,1","56,2","56,3","56,4","56,4","56,4","56,4","56,5","56,6","56,8","56,7","56,7",
1,Algeria,DZ,Algérie,86,DZA,"Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,","Regional member Country Lower middle income  Less indebted    National currency: Algerian dinar  National accounts base year: 1995  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS,",Goal 1: Eradicate extreme poverty and hunger,20265205,Poverty gap ratio in (%),"Poverty gap is the mean shortfall of the total population from the poverty line (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence.",,1,20137105,Total,units,,,,,,,,,,,,,,,,,,"0,5",,,
14,Cote d'Ivoire,CI,Côte d'Ivoire,88,CIV,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1996  SNA price valuation: VAmkt  Latest population census: 1998  Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20265705,Employment to population ratio 15-24 yrs (%),Employment of population aged 15-24 years,,1,20137105,Total,units,,,"51,6","51,3","51,5","51,7","51,9","51,2","50,4","49,6","48,9","48,5","48,1","47,7","47,4",47,"46,5",46,"45,6","45,3",
33,Mauritius,MU,Maurice,87,MUS,"Regional member Country  Upper middle income  Less indebted    National currency: Mauritian rupee  National accounts base year: 1992  SNA price valuation: Vabp SNA93  Latest population census: 2000  Latest demographic, household, or health survey: CDC, 19",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,,,,,,"14,9",,,,,,,,,,,,,,
9,Central African Republic,CF,Rép. Centraf.,84,CAF,"Regional member Country  Low income  Severely indebted    National currency: CFA franc  National accounts base year: 1985  SNA price valuation: Vfc  Latest population census:  2003 Latest demographic, household, or health survey: MICS, 2000",,Goal 1: Eradicate extreme poverty and hunger,20266005,Prevalence of underweight children under-five years of age  (%),Prevalence of (moderately and severely) underweight children is the percentage of children aged 0-59 months whose weights for age are less than two standard deviations below the median weight for age of the international reference population.,,1,20137105,Total,units,,"23,2",,,,,23,,,,,"24,3",,,21,,,"28,3",,,
